duration(s);cost;bonus;route
9.51;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.56;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.53;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.55;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.52;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.52;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.54;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.53;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.52;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.52;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.51;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.55;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.57;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.55;7236;31770;[0, 54, 63, 79, 72, 74, 49, 88, 84, 52, 73, 70, 93, 86, 50, 67, 85, 61, 96, 91, 87, 77, 98, 66, 55, 92, 69, 75, 81, 80, 58, 60, 62, 99, 82, 94, 57, 68, 65, 53, 76, 56, 59, 95, 83, 78, 71, 89, 97, 64, 51, 90]
9.56;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.54;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.56;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.52;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
9.54;7209;31770;[0, 54, 94, 82, 53, 57, 63, 68, 65, 79, 77, 66, 98, 93, 70, 73, 52, 84, 75, 69, 59, 56, 87, 91, 96, 61, 55, 92, 50, 81, 99, 62, 60, 58, 80, 76, 51, 90, 88, 49, 74, 86, 78, 83, 95, 71, 89, 97, 64, 67, 85, 72]
9.57;7200;31663;[0, 54, 94, 82, 99, 62, 60, 58, 80, 76, 51, 90, 72, 85, 67, 64, 97, 89, 71, 78, 63, 68, 65, 79, 92, 50, 81, 69, 75, 95, 83, 87, 56, 59, 52, 84, 88, 38, 98, 77, 66, 55, 61, 96, 91, 73, 70, 93, 86, 74, 57, 53]
